chunk_id,conversation_id,start_step,end_step,num_exchange_rows,chunk_text,chunk_label_mode,chunk_final_label,all_labels,all_labels_str,chunk_features,chunk_features_str,chunk_contexts,chunk_contexts_str,chunk_char_length,chunk_word_length
conv_61_steps_2_4,61,2,4,3,"[Exchange 2 - current] Good morning, I'm calling from the technical team of your internet service provider. We've noticed irregular activity from your IP address that suggests a malware infection.
[Exchange 3 - current] Could you elaborate on what kind of irregular activity has been detected?
[Exchange 4 - current] Certainly, there have been multiple login attempts from unrecognized locations, which is a common sign of account takeover attempts.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""irregular_activity_inquiry""' '""isp_technical_team_claim'
 '""unrecognized_login_attempts']","""irregular_activity_inquiry"" | ""isp_technical_team_claim | ""unrecognized_login_attempts","['""Scammer claims to be from the ISP\'s technical team and mentions a malware threat.""'
 '""Assistant asks for specifics about the claimed irregular activity.""'
 '""Scammer provides details on the supposed threat.""']","""Scammer claims to be from the ISP's technical team and mentions a malware threat."" | ""Assistant asks for specifics about the claimed irregular activity."" | ""Scammer provides details on the supposed threat.""",449,69
conv_61_steps_3_5,61,3,5,3,"[Exchange 3 - current] Could you elaborate on what kind of irregular activity has been detected?
[Exchange 4 - current] Certainly, there have been multiple login attempts from unrecognized locations, which is a common sign of account takeover attempts.
[Exchange 5 - current] Understood. When were these activities first noticed?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""activity_timeline_inquiry""' '""irregular_activity_inquiry""'
 '""unrecognized_login_attempts']","""activity_timeline_inquiry"" | ""irregular_activity_inquiry"" | ""unrecognized_login_attempts","['""Assistant asks for specifics about the claimed irregular activity.""'
 '""Scammer provides details on the supposed threat.""'
 '""Assistant asks for the timeline of the detected activities.""']","""Assistant asks for specifics about the claimed irregular activity."" | ""Scammer provides details on the supposed threat."" | ""Assistant asks for the timeline of the detected activities.""",329,50
conv_61_steps_4_6,61,4,6,3,"[Exchange 4 - current] Certainly, there have been multiple login attempts from unrecognized locations, which is a common sign of account takeover attempts.
[Exchange 5 - current] Understood. When were these activities first noticed?
[Exchange 6 - current] These started late last night and have continued sporadically. We urgently need to reset your credentials.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""activity_timeline_inquiry""' '""immediate_action_pressure'
 '""unrecognized_login_attempts']","""activity_timeline_inquiry"" | ""immediate_action_pressure | ""unrecognized_login_attempts","['""Scammer provides details on the supposed threat.""'
 '""Assistant asks for the timeline of the detected activities.""'
 '""Scammer pressures for immediate action to \'secure\' the account.""']","""Scammer provides details on the supposed threat."" | ""Assistant asks for the timeline of the detected activities."" | ""Scammer pressures for immediate action to 'secure' the account.""",362,54
conv_61_steps_5_7,61,5,7,3,"[Exchange 5 - current] Understood. When were these activities first noticed?
[Exchange 6 - current] These started late last night and have continued sporadically. We urgently need to reset your credentials.
[Exchange 7 - current] Is this type of communication and action standard protocol for such issues?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""activity_timeline_inquiry""' '""immediate_action_pressure'
 '""standard_protocol_inquiry""']","""activity_timeline_inquiry"" | ""immediate_action_pressure | ""standard_protocol_inquiry""","['""Assistant asks for the timeline of the detected activities.""'
 '""Scammer pressures for immediate action to \'secure\' the account.""'
 '""Assistant questions the standard protocol for handling such security issues.""']","""Assistant asks for the timeline of the detected activities."" | ""Scammer pressures for immediate action to 'secure' the account."" | ""Assistant questions the standard protocol for handling such security issues.""",305,47
conv_61_steps_6_8,61,6,8,3,"[Exchange 6 - current] These started late last night and have continued sporadically. We urgently need to reset your credentials.
[Exchange 7 - current] Is this type of communication and action standard protocol for such issues?
[Exchange 8 - current] For security breaches of this magnitude, yes. Immediate action is required.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""immediate_action_pressure' '""security_breach_protocol_claim'
 '""standard_protocol_inquiry""']","""immediate_action_pressure | ""security_breach_protocol_claim | ""standard_protocol_inquiry""","['""Scammer pressures for immediate action to \'secure\' the account.""'
 '""Assistant questions the standard protocol for handling such security issues.""'
 '""Scammer asserts the necessity of immediate action as part of protocol.""']","""Scammer pressures for immediate action to 'secure' the account."" | ""Assistant questions the standard protocol for handling such security issues."" | ""Scammer asserts the necessity of immediate action as part of protocol.""",327,51
conv_61_steps_7_9,61,7,9,3,"[Exchange 7 - current] Is this type of communication and action standard protocol for such issues?
[Exchange 8 - current] For security breaches of this magnitude, yes. Immediate action is required.
[Exchange 9 - current] Before any action is taken, can you provide an official notification or reference number related to this issue?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""official_notification_request' '""security_breach_protocol_claim'
 '""standard_protocol_inquiry""']","""official_notification_request | ""security_breach_protocol_claim | ""standard_protocol_inquiry""","['""Assistant questions the standard protocol for handling such security issues.""'
 '""Scammer asserts the necessity of immediate action as part of protocol.""'
 '""Assistant requests documentation for independent verification.""']","""Assistant questions the standard protocol for handling such security issues."" | ""Scammer asserts the necessity of immediate action as part of protocol."" | ""Assistant requests documentation for independent verification.""",332,53
conv_61_steps_8_10,61,8,10,3,"[Exchange 8 - current] For security breaches of this magnitude, yes. Immediate action is required.
[Exchange 9 - current] Before any action is taken, can you provide an official notification or reference number related to this issue?
[Exchange 10 - current] I'm sorry, due to the urgency, we bypassed the standard notification process. We can secure your account right now over the phone.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""official_notification_request' '""security_breach_protocol_claim'
 '""urgency_claim']","""official_notification_request | ""security_breach_protocol_claim | ""urgency_claim","['""Scammer asserts the necessity of immediate action as part of protocol.""'
 '""Assistant requests documentation for independent verification.""'
 '""Scammer claims urgency bypasses standard notification processes.""']","""Scammer asserts the necessity of immediate action as part of protocol."" | ""Assistant requests documentation for independent verification."" | ""Scammer claims urgency bypasses standard notification processes.""",388,63
conv_61_steps_9_11,61,9,11,3,"[Exchange 9 - current] Before any action is taken, can you provide an official notification or reference number related to this issue?
[Exchange 10 - current] I'm sorry, due to the urgency, we bypassed the standard notification process. We can secure your account right now over the phone.
[Exchange 11 - current] Are there documented cases of resolving such issues without standard notification?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""official_notification_request' '""precedence_inquiry' '""urgency_claim']","""official_notification_request | ""precedence_inquiry | ""urgency_claim","['""Assistant requests documentation for independent verification.""'
 '""Scammer claims urgency bypasses standard notification processes.""'
 '""Assistant inquires about precedence for bypassing standard notification.""']","""Assistant requests documentation for independent verification."" | ""Scammer claims urgency bypasses standard notification processes."" | ""Assistant inquires about precedence for bypassing standard notification.""",396,63
conv_61_steps_10_12,61,10,12,3,"[Exchange 10 - current] I'm sorry, due to the urgency, we bypassed the standard notification process. We can secure your account right now over the phone.
[Exchange 11 - current] Are there documented cases of resolving such issues without standard notification?
[Exchange 12 - current] This is an exceptional case. We're calling our most valued customers directly.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""exceptional_case_claim' '""precedence_inquiry' '""urgency_claim']","""exceptional_case_claim | ""precedence_inquiry | ""urgency_claim","['""Scammer claims urgency bypasses standard notification processes.""'
 '""Assistant inquires about precedence for bypassing standard notification.""'
 '""Scammer claims the situation is exceptional and justifies direct contact.""']","""Scammer claims urgency bypasses standard notification processes."" | ""Assistant inquires about precedence for bypassing standard notification."" | ""Scammer claims the situation is exceptional and justifies direct contact.""",364,57
conv_61_steps_11_13,61,11,13,3,"[Exchange 11 - current] Are there documented cases of resolving such issues without standard notification?
[Exchange 12 - current] This is an exceptional case. We're calling our most valued customers directly.
[Exchange 13 - current] For verification, could you please provide your employee ID and a direct line to your department?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""employee_id_request' '""exceptional_case_claim' '""precedence_inquiry']","""employee_id_request | ""exceptional_case_claim | ""precedence_inquiry","['""Assistant inquires about precedence for bypassing standard notification.""'
 '""Scammer claims the situation is exceptional and justifies direct contact.""'
 '""Assistant asks for identifiable information for verification purposes.""']","""Assistant inquires about precedence for bypassing standard notification."" | ""Scammer claims the situation is exceptional and justifies direct contact."" | ""Assistant asks for identifiable information for verification purposes.""",331,51
conv_61_steps_12_14,61,12,14,3,"[Exchange 12 - current] This is an exceptional case. We're calling our most valued customers directly.
[Exchange 13 - current] For verification, could you please provide your employee ID and a direct line to your department?
[Exchange 14 - current] Certainly, my employee ID is 112233, and you can reach our department at 1-800-555-0199.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""employee_id_request' '""exceptional_case_claim' '""fake_employee_id']","""employee_id_request | ""exceptional_case_claim | ""fake_employee_id","['""Scammer claims the situation is exceptional and justifies direct contact.""'
 '""Assistant asks for identifiable information for verification purposes.""'
 '""Scammer provides fake credentials and contact information.""']","""Scammer claims the situation is exceptional and justifies direct contact."" | ""Assistant asks for identifiable information for verification purposes."" | ""Scammer provides fake credentials and contact information.""",337,54
conv_61_steps_13_15,61,13,15,3,"[Exchange 13 - current] For verification, could you please provide your employee ID and a direct line to your department?
[Exchange 14 - current] Certainly, my employee ID is 112233, and you can reach our department at 1-800-555-0199.
[Exchange 15 - current] Thank you. I will conduct a third-party verification before proceeding.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""employee_id_request' '""fake_employee_id'
 '""third-party_verification_intention""']","""employee_id_request | ""fake_employee_id | ""third-party_verification_intention""","['""Assistant asks for identifiable information for verification purposes.""'
 '""Scammer provides fake credentials and contact information.""'
 '""Assistant states the intention to perform external verification.""']","""Assistant asks for identifiable information for verification purposes."" | ""Scammer provides fake credentials and contact information."" | ""Assistant states the intention to perform external verification.""",330,52
conv_61_steps_14_16,61,14,16,3,"[Exchange 14 - current] Certainly, my employee ID is 112233, and you can reach our department at 1-800-555-0199.
[Exchange 15 - current] Thank you. I will conduct a third-party verification before proceeding.
[Exchange 16 - current] I assure you, there's no time for that. We need to act now to secure the account.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""fake_employee_id' '""immediate_action_insistence'
 '""third-party_verification_intention""']","""fake_employee_id | ""immediate_action_insistence | ""third-party_verification_intention""","['""Scammer provides fake credentials and contact information.""'
 '""Assistant states the intention to perform external verification.""'
 '""Scammer insists on immediate action, dismissing the need for verification.”']","""Scammer provides fake credentials and contact information."" | ""Assistant states the intention to perform external verification."" | ""Scammer insists on immediate action, dismissing the need for verification.”",314,53
conv_61_steps_15_17,61,15,17,3,"[Exchange 15 - current] Thank you. I will conduct a third-party verification before proceeding.
[Exchange 16 - current] I assure you, there's no time for that. We need to act now to secure the account.
[Exchange 17 - current] Security protocol dictates that third-party verification is non-negotiable in situations like these. Please hold.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""immediate_action_insistence' '""security_protocol_adherence'
 '""third-party_verification_intention""']","""immediate_action_insistence | ""security_protocol_adherence | ""third-party_verification_intention""","['""Assistant states the intention to perform external verification.""'
 '""Scammer insists on immediate action, dismissing the need for verification.”'
 '""Assistant firmly adheres to security protocol, emphasizing the necessity of third-party verification.""']","""Assistant states the intention to perform external verification."" | ""Scammer insists on immediate action, dismissing the need for verification.” | ""Assistant firmly adheres to security protocol, emphasizing the necessity of third-party verification.""",339,53
conv_62_steps_1_3,62,1,3,3,"[Exchange 1 - current] Hello, [Your Name]'s office. How can I assist you today?
[Exchange 2 - current] Good day. I'm Rebecca, calling from the legal firm of Smithson & Partners. We represent a client in a lawsuit in which your company is named. It's imperative we verify some information with you immediately to proceed with our case preparations.
[Exchange 3 - current] I see. Can you provide more details about the case and the nature of the information you're seeking?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""lawsuit_details_request' '""legal_firm_representation']","""lawsuit_details_request | ""legal_firm_representation","['""Initial greeting from the assistant.""'
 '""Scammer introduces themselves as a legal representative and mentions a lawsuit involving the company.""'
 '""Assistant asks for details about the lawsuit and the specific information required.""']","""Initial greeting from the assistant."" | ""Scammer introduces themselves as a legal representative and mentions a lawsuit involving the company."" | ""Assistant asks for details about the lawsuit and the specific information required.""",471,81
conv_62_steps_2_4,62,2,4,3,"[Exchange 2 - current] Good day. I'm Rebecca, calling from the legal firm of Smithson & Partners. We represent a client in a lawsuit in which your company is named. It's imperative we verify some information with you immediately to proceed with our case preparations.
[Exchange 3 - current] I see. Can you provide more details about the case and the nature of the information you're seeking?
[Exchange 4 - current] Certainly. The case involves alleged breaches of contract and confidentiality agreements. For now, we need to verify the names and roles of key personnel involved in the project in question, along with access to related contracts and communication logs.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""breach_of_contract_claim' '""lawsuit_details_request'
 '""legal_firm_representation']","""breach_of_contract_claim | ""lawsuit_details_request | ""legal_firm_representation","['""Scammer introduces themselves as a legal representative and mentions a lawsuit involving the company.""'
 '""Assistant asks for details about the lawsuit and the specific information required.""'
 '""Scammer provides details on the alleged lawsuit and requests sensitive information.""']","""Scammer introduces themselves as a legal representative and mentions a lawsuit involving the company."" | ""Assistant asks for details about the lawsuit and the specific information required."" | ""Scammer provides details on the alleged lawsuit and requests sensitive information.""",668,110
conv_62_steps_3_5,62,3,5,3,"[Exchange 3 - current] I see. Can you provide more details about the case and the nature of the information you're seeking?
[Exchange 4 - current] Certainly. The case involves alleged breaches of contract and confidentiality agreements. For now, we need to verify the names and roles of key personnel involved in the project in question, along with access to related contracts and communication logs.
[Exchange 5 - current] Before we proceed with any disclosures, could you send us an official request detailing what you need along with the case number and court it's filed in? This will allow our legal department to review and respond appropriately.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""breach_of_contract_claim' '""lawsuit_details_request'
 '""official_request_requirement']","""breach_of_contract_claim | ""lawsuit_details_request | ""official_request_requirement","['""Assistant asks for details about the lawsuit and the specific information required.""'
 '""Scammer provides details on the alleged lawsuit and requests sensitive information.""'
 '""Assistant requests an official document for verification purposes.""']","""Assistant asks for details about the lawsuit and the specific information required."" | ""Scammer provides details on the alleged lawsuit and requests sensitive information."" | ""Assistant requests an official document for verification purposes.""",651,107
conv_62_steps_4_6,62,4,6,3,"[Exchange 4 - current] Certainly. The case involves alleged breaches of contract and confidentiality agreements. For now, we need to verify the names and roles of key personnel involved in the project in question, along with access to related contracts and communication logs.
[Exchange 5 - current] Before we proceed with any disclosures, could you send us an official request detailing what you need along with the case number and court it's filed in? This will allow our legal department to review and respond appropriately.
[Exchange 6 - current] Understood, but given the sensitivity and urgency, we were hoping to expedite this process. Delays could negatively impact your company's position in the lawsuit.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""breach_of_contract_claim' '""official_request_requirement'
 '""urgency_claim']","""breach_of_contract_claim | ""official_request_requirement | ""urgency_claim","['""Scammer provides details on the alleged lawsuit and requests sensitive information.""'
 '""Assistant requests an official document for verification purposes.""'
 '""Scammer pressures for immediate compliance, citing urgency and potential negative impacts.”']","""Scammer provides details on the alleged lawsuit and requests sensitive information."" | ""Assistant requests an official document for verification purposes."" | ""Scammer pressures for immediate compliance, citing urgency and potential negative impacts.”",713,113
conv_62_steps_5_7,62,5,7,3,"[Exchange 5 - current] Before we proceed with any disclosures, could you send us an official request detailing what you need along with the case number and court it's filed in? This will allow our legal department to review and respond appropriately.
[Exchange 6 - current] Understood, but given the sensitivity and urgency, we were hoping to expedite this process. Delays could negatively impact your company's position in the lawsuit.
[Exchange 7 - current] While we understand the urgency, we must adhere to our internal protocols for legal matters. All requests of this nature need to be documented and reviewed by our legal team.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""internal_protocols_adherence' '""official_request_requirement'
 '""urgency_claim']","""internal_protocols_adherence | ""official_request_requirement | ""urgency_claim","['""Assistant requests an official document for verification purposes.""'
 '""Scammer pressures for immediate compliance, citing urgency and potential negative impacts.”'
 '""Assistant emphasizes the importance of adhering to internal protocols.""']","""Assistant requests an official document for verification purposes."" | ""Scammer pressures for immediate compliance, citing urgency and potential negative impacts.” | ""Assistant emphasizes the importance of adhering to internal protocols.""",634,104
conv_62_steps_6_8,62,6,8,3,"[Exchange 6 - current] Understood, but given the sensitivity and urgency, we were hoping to expedite this process. Delays could negatively impact your company's position in the lawsuit.
[Exchange 7 - current] While we understand the urgency, we must adhere to our internal protocols for legal matters. All requests of this nature need to be documented and reviewed by our legal team.
[Exchange 8 - current] I must stress the consequences of not cooperating could be severe for your company. However, I'll see what I can do about sending the formal request.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""internal_protocols_adherence' '""non_cooperation_consequences_warning'
 '""urgency_claim']","""internal_protocols_adherence | ""non_cooperation_consequences_warning | ""urgency_claim","['""Scammer pressures for immediate compliance, citing urgency and potential negative impacts.”'
 '""Assistant emphasizes the importance of adhering to internal protocols.""'
 '""Scammer warns of severe consequences for non-cooperation but agrees to send a formal request.""']","""Scammer pressures for immediate compliance, citing urgency and potential negative impacts.” | ""Assistant emphasizes the importance of adhering to internal protocols."" | ""Scammer warns of severe consequences for non-cooperation but agrees to send a formal request.""",556,92
conv_62_steps_7_9,62,7,9,3,"[Exchange 7 - current] While we understand the urgency, we must adhere to our internal protocols for legal matters. All requests of this nature need to be documented and reviewed by our legal team.
[Exchange 8 - current] I must stress the consequences of not cooperating could be severe for your company. However, I'll see what I can do about sending the formal request.
[Exchange 9 - current] We are fully prepared to cooperate within the bounds of our legal and security protocols. We look forward to receiving your formal request and will prioritize its review to address this matter efficiently.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""cooperation_within_protocols' '""internal_protocols_adherence'
 '""non_cooperation_consequences_warning']","""cooperation_within_protocols | ""internal_protocols_adherence | ""non_cooperation_consequences_warning","['""Assistant emphasizes the importance of adhering to internal protocols.""'
 '""Scammer warns of severe consequences for non-cooperation but agrees to send a formal request.""'
 '""Assistant maintains a cooperative stance while ensuring that any action taken complies with company and legal standards.""']","""Assistant emphasizes the importance of adhering to internal protocols."" | ""Scammer warns of severe consequences for non-cooperation but agrees to send a formal request."" | ""Assistant maintains a cooperative stance while ensuring that any action taken complies with company and legal standards.""",599,101
conv_62_steps_8_10,62,8,10,3,"[Exchange 8 - current] I must stress the consequences of not cooperating could be severe for your company. However, I'll see what I can do about sending the formal request.
[Exchange 9 - current] We are fully prepared to cooperate within the bounds of our legal and security protocols. We look forward to receiving your formal request and will prioritize its review to address this matter efficiently.
[Exchange 10 - current] I'll forward the request to your legal department shortly. Expect it within the day.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""cooperation_within_protocols' '""documentation_provision_commitment""'
 '""non_cooperation_consequences_warning']","""cooperation_within_protocols | ""documentation_provision_commitment"" | ""non_cooperation_consequences_warning","['""Scammer warns of severe consequences for non-cooperation but agrees to send a formal request.""'
 '""Assistant maintains a cooperative stance while ensuring that any action taken complies with company and legal standards.""'
 '""Scammer agrees to provide the requested documentation.""']","""Scammer warns of severe consequences for non-cooperation but agrees to send a formal request."" | ""Assistant maintains a cooperative stance while ensuring that any action taken complies with company and legal standards."" | ""Scammer agrees to provide the requested documentation.""",510,85
conv_62_steps_9_11,62,9,11,3,"[Exchange 9 - current] We are fully prepared to cooperate within the bounds of our legal and security protocols. We look forward to receiving your formal request and will prioritize its review to address this matter efficiently.
[Exchange 10 - current] I'll forward the request to your legal department shortly. Expect it within the day.
[Exchange 11 - current] Thank you. Please ensure the request includes all necessary details and references to facilitate a swift response. We appreciate your understanding and cooperation.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""cooperation_within_protocols' '""documentation_details_expectation'
 '""documentation_provision_commitment""']","""cooperation_within_protocols | ""documentation_details_expectation | ""documentation_provision_commitment""","['""Assistant maintains a cooperative stance while ensuring that any action taken complies with company and legal standards.""'
 '""Scammer agrees to provide the requested documentation.""'
 '""Assistant thanks the scammer and outlines expectations for the documentation.""']","""Assistant maintains a cooperative stance while ensuring that any action taken complies with company and legal standards."" | ""Scammer agrees to provide the requested documentation."" | ""Assistant thanks the scammer and outlines expectations for the documentation.""",526,82
conv_62_steps_10_12,62,10,12,3,"[Exchange 10 - current] I'll forward the request to your legal department shortly. Expect it within the day.
[Exchange 11 - current] Thank you. Please ensure the request includes all necessary details and references to facilitate a swift response. We appreciate your understanding and cooperation.
[Exchange 12 - current] You'll have it soon. Goodbye.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""documentation_details_expectation'
 '""documentation_provision_commitment""' '""documentation_sending_promise']","""documentation_details_expectation | ""documentation_provision_commitment"" | ""documentation_sending_promise","['""Scammer agrees to provide the requested documentation.""'
 '""Assistant thanks the scammer and outlines expectations for the documentation.""'
 '""Scammer concludes the call with a promise to send the documentation.""']","""Scammer agrees to provide the requested documentation."" | ""Assistant thanks the scammer and outlines expectations for the documentation."" | ""Scammer concludes the call with a promise to send the documentation.""",351,54
conv_62_steps_11_13,62,11,13,3,"[Exchange 11 - current] Thank you. Please ensure the request includes all necessary details and references to facilitate a swift response. We appreciate your understanding and cooperation.
[Exchange 12 - current] You'll have it soon. Goodbye.
[Exchange 13 - current] Goodbye, and thank you for reaching out. We will await your document.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""documentation_details_expectation' '""documentation_sending_promise'
 '""positive_closure']","""documentation_details_expectation | ""documentation_sending_promise | ""positive_closure","['""Assistant thanks the scammer and outlines expectations for the documentation.""'
 '""Scammer concludes the call with a promise to send the documentation.""'
 '""Assistant ends the call, reaffirming readiness to proceed upon receiving the documentation.”']","""Assistant thanks the scammer and outlines expectations for the documentation."" | ""Scammer concludes the call with a promise to send the documentation."" | ""Assistant ends the call, reaffirming readiness to proceed upon receiving the documentation.”",336,52
conv_63_steps_1_3,63,1,3,3,"[Exchange 1 - current] Hello, this is the assistant to [Your Name]. May I know the reason for your call?
[Exchange 2 - current] Hi, I'm calling from 'QuickTech Support' about a critical security issue flagged on [Your Name]'s computer. Immediate action is required.
[Exchange 3 - current] Could you specify what kind of security issue has been detected?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""security_issue_specification_request""' '""tech_support_claim']","""security_issue_specification_request"" | ""tech_support_claim","['""Initial greeting from the assistant.""'
 '""Scammer claims to be from a tech support service, reporting a critical security issue.""'
 '""Assistant asks for specifics about the reported security issue.""']","""Initial greeting from the assistant."" | ""Scammer claims to be from a tech support service, reporting a critical security issue."" | ""Assistant asks for specifics about the reported security issue.""",353,59
conv_63_steps_2_4,63,2,4,3,"[Exchange 2 - current] Hi, I'm calling from 'QuickTech Support' about a critical security issue flagged on [Your Name]'s computer. Immediate action is required.
[Exchange 3 - current] Could you specify what kind of security issue has been detected?
[Exchange 4 - current] We've detected multiple virus infections that could compromise personal data. We urgently need to run a remote clean-up procedure.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""security_issue_specification_request""' '""tech_support_claim'
 '""virus_infection_claim']","""security_issue_specification_request"" | ""tech_support_claim | ""virus_infection_claim","['""Scammer claims to be from a tech support service, reporting a critical security issue.""'
 '""Assistant asks for specifics about the reported security issue.""'
 '""Scammer claims multiple virus infections have been detected and suggests a remote intervention.""']","""Scammer claims to be from a tech support service, reporting a critical security issue."" | ""Assistant asks for specifics about the reported security issue."" | ""Scammer claims multiple virus infections have been detected and suggests a remote intervention.""",402,62
conv_63_steps_3_5,63,3,5,3,"[Exchange 3 - current] Could you specify what kind of security issue has been detected?
[Exchange 4 - current] We've detected multiple virus infections that could compromise personal data. We urgently need to run a remote clean-up procedure.
[Exchange 5 - current] Before we proceed, could you provide me with details on when and how the issue was detected?",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""issue_detection_details_request""'
 '""security_issue_specification_request""' '""virus_infection_claim']","""issue_detection_details_request"" | ""security_issue_specification_request"" | ""virus_infection_claim","['""Assistant asks for specifics about the reported security issue.""'
 '""Scammer claims multiple virus infections have been detected and suggests a remote intervention.""'
 '""Assistant asks for details on the detection of the issue.""']","""Assistant asks for specifics about the reported security issue."" | ""Scammer claims multiple virus infections have been detected and suggests a remote intervention."" | ""Assistant asks for details on the detection of the issue.""",357,59
conv_63_steps_4_6,63,4,6,3,"[Exchange 4 - current] We've detected multiple virus infections that could compromise personal data. We urgently need to run a remote clean-up procedure.
[Exchange 5 - current] Before we proceed, could you provide me with details on when and how the issue was detected?
[Exchange 6 - current] Our system conducts regular sweeps and your IP address showed up in our latest scan. We're here to help resolve this immediately.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""issue_detection_details_request""' '""system_sweep_explanation'
 '""virus_infection_claim']","""issue_detection_details_request"" | ""system_sweep_explanation | ""virus_infection_claim","['""Scammer claims multiple virus infections have been detected and suggests a remote intervention.""'
 '""Assistant asks for details on the detection of the issue.""'
 '""Scammer explains the detection process and presses for immediate action.""']","""Scammer claims multiple virus infections have been detected and suggests a remote intervention."" | ""Assistant asks for details on the detection of the issue."" | ""Scammer explains the detection process and presses for immediate action.""",422,70
conv_63_steps_5_7,63,5,7,3,"[Exchange 5 - current] Before we proceed, could you provide me with details on when and how the issue was detected?
[Exchange 6 - current] Our system conducts regular sweeps and your IP address showed up in our latest scan. We're here to help resolve this immediately.
[Exchange 7 - current] I need to cross-verify this with our internal security protocols before any remote access is granted.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""internal_verification_mention""' '""issue_detection_details_request""'
 '""system_sweep_explanation']","""internal_verification_mention"" | ""issue_detection_details_request"" | ""system_sweep_explanation","['""Assistant asks for details on the detection of the issue.""'
 '""Scammer explains the detection process and presses for immediate action.""'
 '""Assistant mentions the need for internal verification before proceeding.""']","""Assistant asks for details on the detection of the issue."" | ""Scammer explains the detection process and presses for immediate action."" | ""Assistant mentions the need for internal verification before proceeding.""",393,67
conv_63_steps_6_8,63,6,8,3,"[Exchange 6 - current] Our system conducts regular sweeps and your IP address showed up in our latest scan. We're here to help resolve this immediately.
[Exchange 7 - current] I need to cross-verify this with our internal security protocols before any remote access is granted.
[Exchange 8 - current] I understand your concern, but we need to act fast to prevent data loss. We're offering this complimentary service as a part of our customer care initiative.",scam,scam,['scam' 'safe' 'scam'],scam | safe | scam,"['""internal_verification_mention""' '""quick_action_pressure'
 '""system_sweep_explanation']","""internal_verification_mention"" | ""quick_action_pressure | ""system_sweep_explanation","['""Scammer explains the detection process and presses for immediate action.""'
 '""Assistant mentions the need for internal verification before proceeding.""'
 '""Scammer pressures for quick action, citing potential data loss and offering a \'complimentary service’.""']","""Scammer explains the detection process and presses for immediate action."" | ""Assistant mentions the need for internal verification before proceeding."" | ""Scammer pressures for quick action, citing potential data loss and offering a 'complimentary service’.""",458,77
conv_63_steps_7_9,63,7,9,3,"[Exchange 7 - current] I need to cross-verify this with our internal security protocols before any remote access is granted.
[Exchange 8 - current] I understand your concern, but we need to act fast to prevent data loss. We're offering this complimentary service as a part of our customer care initiative.
[Exchange 9 - current] While we appreciate the assistance, I must first verify the legitimacy of this service to protect against potential unauthorized access.",safe,safe,['safe' 'scam' 'safe'],safe | scam | safe,"['""internal_verification_mention""' '""quick_action_pressure'
 '""service_legitimacy_verification""']","""internal_verification_mention"" | ""quick_action_pressure | ""service_legitimacy_verification""","['""Assistant mentions the need for internal verification before proceeding.""'
 '""Scammer pressures for quick action, citing potential data loss and offering a \'complimentary service’.""'
 '""Assistant insists on verification of the service\'s legitimacy.""']","""Assistant mentions the need for internal verification before proceeding."" | ""Scammer pressures for quick action, citing potential data loss and offering a 'complimentary service’."" | ""Assistant insists on verification of the service's legitimacy.""",465,75
